id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,latitude,longitude,location
9446936,HX100266,2014-01-01T04:10:00,081XX S INGLESIDE AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,631,6,8,44,03,41.747210589,-87.601432604,POINT(-87.601432604 41.747210589)
9446937,HX100238,2014-01-01T00:42:00,001XX E CHICAGO AVE,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,STREET,true,false,1833,18,42,8,24,41.896717997,-87.625009525,POINT(-87.625009525 41.896717997)
9446938,HX100198,2014-01-01T02:45:00,014XX S KOMENSKY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1011,10,24,29,08B,41.861655606,-87.726262003,POINT(-87.726262003 41.861655606)
9446939,HX100051,2014-01-01T01:05:00,070XX S CRANDON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,331,3,5,43,08B,41.767718802,-87.569817775,POINT(-87.569817775 41.767718802)
9446940,HX100267,2014-01-01T03:50:00,033XX S MORGAN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,913,9,11,60,08B,41.834638848,-87.65105794,POINT(-87.65105794 41.834638848)
9446942,HX100231,2014-01-01T03:00:00,074XX S CHAMPLAIN AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,false,false,323,3,6,69,04B,41.759663266,-87.609076025,POINT(-87.609076025 41.759663266)
9446943,HX100252,2014-01-01T03:45:00,074XX S EBERHART AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,323,3,6,69,08B,41.75963392,-87.612701246,POINT(-87.612701246 41.75963392)
9446944,HX100264,2014-01-01T04:08:00,003XX E 69TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,322,3,6,69,08B,41.769286936,-87.618183502,POINT(-87.618183502 41.769286936)
9446945,HX100236,2014-01-01T02:44:00,0000X N PINE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,false,false,1522,15,29,25,04A,41.881765647,-87.763237941,POINT(-87.763237941 41.881765647)
9447410,HX100805,2014-01-01T17:07:00,052XX W MADISON ST,0860,THEFT,RETAIL THEFT,DRUG STORE,true,false,1522,15,28,25,06,41.880362084,-87.755847438,POINT(-87.755847438 41.880362084)
9446951,HX100276,2014-01-01T03:45:00,005XX N CLARK ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,HOTEL/MOTEL,false,false,1831,18,42,8,04B,41.891280766,-87.631118582,POINT(-87.631118582 41.891280766)
9446952,HX100219,2014-01-01T01:00:00,008XX N KARLOV AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,false,false,1111,11,37,23,08B,41.896160267,-87.728572565,POINT(-87.728572565 41.896160267)
9446954,HX100259,2014-01-01T02:45:00,067XX S WABASH AVE,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,STREET,true,false,322,3,20,69,24,41.77231932,-87.62348375,POINT(-87.62348375 41.77231932)
9446955,HX100200,2014-01-01T03:00:00,047XX W GLADYS AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1131,11,24,25,08B,41.875944197,-87.743498359,POINT(-87.743498359 41.875944197)
9446956,HX100278,2014-01-01T02:15:00,002XX E HURON ST,0460,BATTERY,SIMPLE,HOSPITAL BUILDING/GROUNDS,true,false,1834,18,42,8,08B,41.895003278,-87.62152816,POINT(-87.62152816 41.895003278)
9446957,HX100285,2014-01-01T03:30:00,005XX N CLARK ST,0460,BATTERY,SIMPLE,HOTEL/MOTEL,false,false,1831,18,42,8,08B,41.891280766,-87.631118582,POINT(-87.631118582 41.891280766)
9446958,HX100026,2014-01-01T00:05:00,005XX E 67TH ST,0550,ASSAULT,AGGRAVATED PO: HANDGUN,STREET,true,false,321,3,20,42,04A,41.773042565,-87.61139273,POINT(-87.61139273 41.773042565)
9446959,HX100214,2014-01-01T02:26:00,018XX N MONITOR AVE,0560,ASSAULT,SIMPLE,APARTMENT,true,true,2531,25,29,25,08A,41.913859705,-87.771619466,POINT(-87.771619466 41.913859705)
9446960,HX100272,2014-01-01T04:25:00,063XX S ASHLAND AVE,0460,BATTERY,SIMPLE,CTA GARAGE / OTHER PROPERTY,true,false,725,7,16,67,08B,41.778883826,-87.664206366,POINT(-87.664206366 41.778883826)
9446961,HX100166,2014-01-01T02:28:00,072XX S UNION AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,732,7,17,68,08B,41.7627692,-87.641483451,POINT(-87.641483451 41.7627692)
9446963,HX100177,2014-01-01T02:00:00,035XX N CLARK ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,true,true,1924,19,44,6,08B,41.946669268,-87.65608802,POINT(-87.65608802 41.946669268)
9446964,HX100254,2014-01-01T04:00:00,042XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,213,2,3,38,08B,41.817468354,-87.62305508,POINT(-87.62305508 41.817468354)
9446965,HX100155,2014-01-01T02:32:00,007XX E 45TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,221,2,4,38,14,41.81314196,-87.608767327,POINT(-87.608767327 41.81314196)
9446966,HX100261,2014-01-01T02:00:00,042XX N LEAVITT ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1911,19,47,5,08B,41.958266893,-87.683734407,POINT(-87.683734407 41.958266893)
9446968,HX100132,2014-01-01T01:53:00,001XX W 105TH ST,0550,ASSAULT,AGGRAVATED PO: HANDGUN,RESIDENCE PORCH/HALLWAY,true,false,512,5,34,49,04A,41.703469561,-87.627409188,POINT(-87.627409188 41.703469561)
9446969,HX100222,2014-01-01T03:00:00,022XX S PULASKI RD,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1013,10,22,29,03,41.850577171,-87.724733433,POINT(-87.724733433 41.850577171)
9446970,HX100097,2014-01-01T01:04:00,047XX S ELLIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,false,222,2,4,39,08B,41.809134387,-87.601692846,POINT(-87.601692846 41.809134387)
9447888,HX101091,2014-01-02T06:00:00,0000X E SUPERIOR ST,0610,BURGLARY,FORCIBLE ENTRY,OTHER,false,false,1833,18,42,8,05,41.895708239,-87.626364993,POINT(-87.626364993 41.895708239)
9446971,HX100277,2014-01-01T04:29:00,031XX S CENTRAL PARK AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,ALLEY,false,false,1032,10,22,30,04B,41.836606769,-87.714583573,POINT(-87.714583573 41.836606769)
9446972,HX100299,2014-01-01T04:15:00,024XX S ALBANY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1033,10,12,30,08B,41.847368095,-87.702669116,POINT(-87.702669116 41.847368095)
9446973,HX100269,2014-01-01T03:45:00,035XX W MEDILL AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1413,14,26,22,08B,41.923704976,-87.715837269,POINT(-87.715837269 41.923704976)
9446976,HX100270,2014-01-01T04:17:00,073XX S BELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,835,8,18,66,08B,41.760490977,-87.679359084,POINT(-87.679359084 41.760490977)
9446977,HX100292,2014-01-01T04:18:00,063XX W CORNELIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,1633,16,36,17,08B,41.943852946,-87.784427263,POINT(-87.784427263 41.943852946)
9446978,HX100218,2014-01-01T02:37:00,073XX S LAFLIN ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,734,7,17,67,15,41.760709698,-87.662086086,POINT(-87.662086086 41.760709698)
9446979,HX100144,2014-01-01T02:15:00,039XX W ADAMS ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,true,true,1122,11,28,26,14,41.877998967,-87.723922524,POINT(-87.723922524 41.877998967)
9446980,HX100247,2014-01-01T00:40:00,041XX S WABASH AVE,0460,BATTERY,SIMPLE,STREET,false,false,213,2,3,38,08B,41.819676878,-87.62473292,POINT(-87.62473292 41.819676878)
9446981,HX100282,2014-01-01T04:30:00,035XX W VAN BUREN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1133,11,28,27,08B,41.875411327,-87.714209424,POINT(-87.714209424 41.875411327)
9446982,HX100317,2014-01-01T05:20:00,052XX S CAMPBELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,true,true,923,9,14,63,08B,41.798666754,-87.686614032,POINT(-87.686614032 41.798666754)
9446983,HX100172,2014-01-01T02:20:00,038XX S UNION AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,false,false,915,9,11,60,04B,41.824728209,-87.643524474,POINT(-87.643524474 41.824728209)
9446985,HX100257,2014-01-01T04:00:00,008XX N CENTRAL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1524,15,37,25,08B,41.896148189,-87.765442413,POINT(-87.765442413 41.896148189)
9446987,HX100318,2014-01-01T04:52:00,022XX W 72ND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,832,8,18,66,08B,41.762917434,-87.67992824,POINT(-87.67992824 41.762917434)
9446988,HX100124,2014-01-01T01:40:00,016XX N CALIFORNIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1421,14,1,24,08B,41.911379424,-87.697017197,POINT(-87.697017197 41.911379424)
9446990,HX100307,2014-01-01T04:50:00,021XX S SPRINGFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1014,10,24,29,08B,41.852655253,-87.722276506,POINT(-87.722276506 41.852655253)
9446991,HX100196,2014-01-01T02:45:00,020XX W LE MOYNE ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1424,14,1,24,03,41.908237096,-87.678437417,POINT(-87.678437417 41.908237096)
9446993,HX100293,2014-01-01T04:45:00,085XX S ESCANABA AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,423,4,10,46,08A,41.740180002,-87.553912135,POINT(-87.553912135 41.740180002)
9446994,HX100246,2014-01-01T02:53:00,108XX S AVENUE O,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,432,4,10,52,03,41.69867919,-87.540085081,POINT(-87.540085081 41.69867919)
9446995,HX100311,2014-01-01T03:15:00,077XX S CHAPPEL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,414,4,8,43,08B,41.75426646,-87.574818563,POINT(-87.574818563 41.75426646)
9446996,HX100178,2014-01-01T02:51:00,030XX E 80TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,422,4,7,46,15,41.75011935,-87.551010432,POINT(-87.551010432 41.75011935)
9446998,HX100243,2014-01-01T03:25:00,055XX S EVERETT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,235,2,5,41,08B,41.794754195,-87.582526567,POINT(-87.582526567 41.794754195)
9447000,HX100151,2014-01-01T02:10:00,054XX W IRVING PARK RD,0460,BATTERY,SIMPLE,BAR OR TAVERN,false,false,1633,16,38,15,08B,41.953231861,-87.762866213,POINT(-87.762866213 41.953231861)
9447001,HX100322,2014-01-01T04:00:00,025XX E 76TH ST,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,421,4,7,43,04B,41.757212932,-87.56313262,POINT(-87.56313262 41.757212932)
9447003,HX100258,2014-01-01T03:30:00,012XX S MICHIGAN AVE,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,OTHER,true,false,132,1,2,33,04B,41.86661375,-87.62413407,POINT(-87.62413407 41.86661375)
9447004,HX100346,2014-01-01T06:30:00,014XX W 73RD PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,734,7,17,67,08B,41.76041768,-87.660018258,POINT(-87.660018258 41.76041768)
9447008,HX100344,2014-01-01T06:30:00,053XX S CARPENTER ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,934,9,16,61,08B,41.796997111,-87.651306977,POINT(-87.651306977 41.796997111)
9447009,HX100347,2014-01-01T06:35:00,012XX S THROOP ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,false,true,1233,12,2,28,08B,41.865808939,-87.659093458,POINT(-87.659093458 41.865808939)
9447010,HX100337,2014-01-01T04:00:00,008XX S WESTERN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,1225,12,25,28,08B,41.870865856,-87.686154805,POINT(-87.686154805 41.870865856)
9447011,HX100336,2014-01-01T05:45:00,051XX S DAMEN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,932,9,16,61,08B,41.799245305,-87.674454214,POINT(-87.674454214 41.799245305)
9447012,HX100325,2014-01-01T05:18:00,015XX N CLYBOURN AVE,0820,THEFT,$500 AND UNDER,STREET,true,false,1822,18,43,8,06,41.910676312,-87.649187069,POINT(-87.649187069 41.910676312)
9447014,HX100366,2014-01-01T07:00:00,008XX W 70TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,true,true,733,7,6,68,14,41.767011212,-87.64502653,POINT(-87.64502653 41.767011212)
9447016,HX100352,2014-01-01T06:45:00,052XX S TRUMBULL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,822,8,14,63,08B,41.798040336,-87.709812994,POINT(-87.709812994 41.798040336)
9447017,HX100326,2014-01-01T04:45:00,047XX W NORTH AVE,1330,CRIMINAL TRESPASS,TO LAND,DRUG STORE,false,false,2533,25,37,25,26,41.909636288,-87.745300725,POINT(-87.745300725 41.909636288)
9447019,HX100377,2014-01-01T07:20:00,060XX S MAPLEWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,825,8,15,66,08B,41.783871376,-87.687426388,POINT(-87.687426388 41.783871376)
9447020,HX100342,2014-01-01T04:40:00,074XX S STEWART AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,731,7,17,69,08B,41.759129225,-87.634511056,POINT(-87.634511056 41.759129225)
9447021,HX100354,2014-01-01T06:40:00,047XX S INDIANA AVE,0460,BATTERY,SIMPLE,APARTMENT,true,false,224,2,3,38,08B,41.808669685,-87.621197237,POINT(-87.621197237 41.808669685)
9447022,HX100375,2014-01-01T07:30:00,095XX S PERRY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,511,5,21,49,08B,41.720734992,-87.626216592,POINT(-87.626216592 41.720734992)
9447025,HX100365,2014-01-01T06:45:00,056XX S WABASH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,225,2,20,40,14,41.792043078,-87.624017919,POINT(-87.624017919 41.792043078)
9447027,HX100357,2014-01-01T06:00:00,057XX N LINCOLN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,2011,20,40,2,08B,41.986390702,-87.700658849,POINT(-87.700658849 41.986390702)
9447028,HX100363,2014-01-01T07:20:00,0000X W 95TH ST,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,CTA BUS,true,false,634,6,21,49,08B,41.721627204,-87.624485177,POINT(-87.624485177 41.721627204)
9447029,HX100411,2014-01-01T08:45:00,060XX S MC VICKER AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,812,8,23,64,06,41.782511609,-87.772891986,POINT(-87.772891986 41.782511609)
9447030,HX100350,2014-01-01T03:00:00,074XX S VERNON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,323,3,6,69,14,41.759314882,-87.613903333,POINT(-87.613903333 41.759314882)
9447033,HX100385,2014-01-01T01:30:00,032XX N ASHLAND AVE,0460,BATTERY,SIMPLE,STREET,false,false,1922,19,44,6,08B,41.939923405,-87.668667203,POINT(-87.668667203 41.939923405)
9447039,HX100388,2014-01-01T08:00:00,004XX E 44TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,221,2,3,38,07,41.814841874,-87.615516283,POINT(-87.615516283 41.814841874)
9447041,HX100372,2014-01-01T05:45:00,019XX S HOMAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1024,10,24,29,07,41.854590973,-87.710207387,POINT(-87.710207387 41.854590973)
9447042,HX100393,2014-01-01T00:30:00,003XX W ONTARIO ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,1831,18,42,8,06,41.893137832,-87.637753417,POINT(-87.637753417 41.893137832)
9447044,HX100383,2014-01-01T00:00:00,024XX N LINCOLN AVE,0810,THEFT,OVER $500,BAR OR TAVERN,false,false,1932,19,43,7,06,41.926954091,-87.650868938,POINT(-87.650868938 41.926954091)
9447048,HX100373,2014-01-01T00:01:00,078XX S CONSTANCE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,414,4,8,43,14,41.752646328,-87.57967152,POINT(-87.57967152 41.752646328)
9447050,HX100391,2014-01-01T08:30:00,055XX W WASHINGTON BLVD,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,false,true,1522,15,29,25,04B,41.882253167,-87.764151663,POINT(-87.764151663 41.882253167)
9447053,HX100381,2014-01-01T08:00:00,061XX S WABASH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,311,3,20,40,08B,41.783257178,-87.623784773,POINT(-87.623784773 41.783257178)
9447059,HX100361,2014-01-01T07:20:00,001XX W DIVISION ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1824,18,42,8,03,41.903892594,-87.631906111,POINT(-87.631906111 41.903892594)
9447062,HX100295,2014-01-01T04:30:00,103XX S WENTWORTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,ABANDONED BUILDING,false,false,512,5,34,49,07,41.706875037,-87.628265515,POINT(-87.628265515 41.706875037)
9447064,HX100301,2014-01-01T04:30:00,018XX S PULASKI RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1012,10,24,29,07,41.856113138,-87.72488284,POINT(-87.72488284 41.856113138)
9447068,HX100335,2014-01-01T03:00:00,031XX N DRAKE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1412,14,35,21,14,41.93816315,-87.716135181,POINT(-87.716135181 41.93816315)
9447074,HX100407,2014-01-01T08:45:00,006XX N AVERS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1122,11,27,23,08B,41.892529521,-87.722329989,POINT(-87.722329989 41.892529521)
9447075,HX100355,2014-01-01T06:10:00,058XX S CALUMET AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,232,2,20,40,08B,41.788681758,-87.617450953,POINT(-87.617450953 41.788681758)
9447076,HX100384,2014-01-01T08:00:00,105XX S EDBROOKE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,true,512,5,9,49,06,41.702938712,-87.619662566,POINT(-87.619662566 41.702938712)
9447077,HX100422,2014-01-01T09:00:00,043XX W CORTEZ ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1111,11,37,23,08B,41.899790103,-87.734705659,POINT(-87.734705659 41.899790103)
9447078,HX100437,2014-01-01T01:35:00,006XX S SACRAMENTO BLVD,0460,BATTERY,SIMPLE,RESTAURANT,false,false,1135,11,2,27,08B,41.873517205,-87.701005851,POINT(-87.701005851 41.873517205)
9447080,HX100399,2014-01-01T04:00:00,003XX E 69TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,322,3,6,69,08B,41.769286936,-87.618183502,POINT(-87.618183502 41.769286936)
9447081,HX100396,2014-01-01T02:00:00,037XX N CLIFTON AVE,0460,BATTERY,SIMPLE,STREET,false,false,1923,19,44,6,08B,41.949915987,-87.657538795,POINT(-87.657538795 41.949915987)
9447083,HX100418,2014-01-01T07:45:00,034XX S EMERALD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,915,9,11,60,08B,41.831745402,-87.644913197,POINT(-87.644913197 41.831745402)
9447085,HX100440,2014-01-01T06:00:00,027XX E 80TH ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,false,true,422,4,7,46,04A,41.750033294,-87.55734034,POINT(-87.55734034 41.750033294)
9447086,HX100369,2014-01-01T07:42:00,037XX S WELLS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA PARKING LOT/GROUNDS,false,true,915,9,3,34,08B,41.826054739,-87.632815106,POINT(-87.632815106 41.826054739)
9447087,HX100431,2014-01-01T09:44:00,008XX W 53RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER,false,true,934,9,20,61,14,41.797824585,-87.646482924,POINT(-87.646482924 41.797824585)
9447089,HX100392,2014-01-01T08:20:00,019XX S HARDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1014,10,24,29,08B,41.854572204,-87.723583358,POINT(-87.723583358 41.854572204)
9447094,HX100351,2014-01-01T05:30:00,018XX W HURON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1221,12,1,24,08B,41.894156179,-87.673123361,POINT(-87.673123361 41.894156179)
9447095,HX100403,2014-01-01T07:23:00,036XX W DOUGLAS BLVD,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,true,false,1011,10,24,29,24,41.862850731,-87.715710949,POINT(-87.715710949 41.862850731)
9447098,HX100028,2014-01-01T00:05:00,121XX S YALE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),true,false,523,5,34,53,15,41.673727949,-87.628543194,POINT(-87.628543194 41.673727949)
9447100,HX100430,2014-01-01T09:23:00,062XX S EBERHART AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,true,false,313,3,20,42,24,41.781553183,-87.613233162,POINT(-87.613233162 41.781553183)
9447102,HX100424,2014-01-01T09:15:00,014XX E 69TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,332,3,5,43,14,41.769670834,-87.588761358,POINT(-87.588761358 41.769670834)
9447103,HX100446,2014-01-01T09:55:00,035XX W GRENSHAW ST,2024,NARCOTICS,POSS: HEROIN(WHITE),VACANT LOT/LAND,true,false,1133,11,24,29,18,41.867260807,-87.714192616,POINT(-87.714192616 41.867260807)
9447105,HX100445,2014-01-01T09:15:00,133XX S BUFFALO AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,false,true,433,4,10,55,26,41.652938319,-87.543515324,POINT(-87.543515324 41.652938319)
9447106,HX100479,2014-01-01T02:50:00,014XX S LOOMIS ST,0820,THEFT,$500 AND UNDER,BAR OR TAVERN,false,false,1233,12,2,28,06,41.862963286,-87.661458181,POINT(-87.661458181 41.862963286)
9447107,HX100449,2014-01-01T00:01:00,035XX W 78TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,835,8,18,70,14,41.751497141,-87.710842657,POINT(-87.710842657 41.751497141)
9447114,HX100343,2014-01-01T06:40:00,032XX W WILSON AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,TAXICAB,false,false,1724,17,33,14,11,41.964688389,-87.709977733,POINT(-87.709977733 41.964688389)
9447115,HX100429,2014-01-01T00:01:00,007XX E 92ND ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,633,6,9,44,26,41.727501828,-87.606323495,POINT(-87.606323495 41.727501828)
9447116,HX100457,2014-01-01T01:00:00,006XX N DEARBORN ST,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,false,false,1832,18,42,8,06,41.893541578,-87.629701805,POINT(-87.629701805 41.893541578)
9447119,HX100420,2014-01-01T09:00:00,054XX W VAN BUREN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1522,15,29,25,08B,41.874781084,-87.760391956,POINT(-87.760391956 41.874781084)
9447121,HX100380,2014-01-01T06:00:00,001XX S LAVERGNE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1533,15,28,25,08B,41.879058726,-87.749367011,POINT(-87.749367011 41.879058726)
9447122,HX100066,2014-01-01T01:10:00,048XX W FERDINAND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1532,15,28,25,08B,41.889558257,-87.746682182,POINT(-87.746682182 41.889558257)
9447124,HX100467,2014-01-01T00:33:00,083XX S WESTERN AVE,0560,ASSAULT,SIMPLE,STREET,false,false,835,8,18,70,08A,41.742380894,-87.682672136,POINT(-87.682672136 41.742380894)
9447126,HX100486,2014-01-01T10:50:00,015XX S HARDING AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1014,10,24,29,18,41.860026059,-87.723773831,POINT(-87.723773831 41.860026059)
9447131,HX100387,2014-01-01T01:00:00,008XX W 15TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1232,12,25,28,08B,41.861001245,-87.648006164,POINT(-87.648006164 41.861001245)
9447132,HX100416,2014-01-01T00:01:00,016XX W CONGRESS PKWY,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,1231,12,2,28,06,41.875155116,-87.667906709,POINT(-87.667906709 41.875155116)
9447133,HX100475,2014-01-01T01:00:00,061XX N SEELEY AVE,0460,BATTERY,SIMPLE,APARTMENT,false,false,2413,24,40,2,08B,41.992639627,-87.681115341,POINT(-87.681115341 41.992639627)
9447135,HX100401,2014-01-01T02:00:00,057XX N RAVENSWOOD AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,VEHICLE NON-COMMERCIAL,false,false,2012,20,40,77,02,41.985813738,-87.674678351,POINT(-87.674678351 41.985813738)
9447136,HX100483,2014-01-01T10:40:00,032XX N HARLEM AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,false,false,1632,16,36,17,14,41.938598108,-87.806767636,POINT(-87.806767636 41.938598108)
9447137,HX100481,2014-01-01T11:00:00,058XX S ARCHER AVE,1330,CRIMINAL TRESPASS,TO LAND,OTHER,true,false,814,8,23,56,26,41.796150799,-87.759559887,POINT(-87.759559887 41.796150799)
9447138,HX100485,2014-01-01T11:05:00,008XX W 52ND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,934,9,3,61,08B,41.799768601,-87.645743335,POINT(-87.645743335 41.799768601)
9447140,HX100468,2014-01-01T10:25:00,044XX S TALMAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,922,9,12,58,08B,41.813077843,-87.690680248,POINT(-87.690680248 41.813077843)
9447142,HX100521,2014-01-01T10:10:00,008XX W 119TH ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,true,false,524,5,34,53,24,41.677810006,-87.642302645,POINT(-87.642302645 41.677810006)
